datetime,close,high,low,open,volume
2026-02-26 12:49:00-05:00,605.4000244140625,605.7849731445312,605.27001953125,605.780029296875,140467
2026-02-26 12:50:00-05:00,605.4600219726562,605.4879760742188,605.1849975585938,605.3936767578125,24028645
2026-02-26 12:51:00-05:00,605.72998046875,605.75,605.364990234375,605.4299926757812,0
2026-02-26 12:52:00-05:00,606.0449829101562,606.1099853515625,605.7000122070312,605.7449951171875,108751
2026-02-26 12:53:00-05:00,605.97998046875,606.1300048828125,605.8800048828125,606.030029296875,82778
2026-02-26 12:54:00-05:00,606.1300048828125,606.1699829101562,605.8800048828125,605.9600219726562,60955
2026-02-26 12:55:00-05:00,605.7650146484375,606.1099853515625,605.7100219726562,606.1099853515625,64241
2026-02-26 12:56:00-05:00,605.780029296875,605.9199829101562,605.7199096679688,605.7750244140625,52999
2026-02-26 12:57:00-05:00,605.6599731445312,605.8099975585938,605.6300048828125,605.7899780273438,53069
2026-02-26 12:58:00-05:00,605.72998046875,605.780029296875,605.5250244140625,605.6400146484375,53948
2026-02-26 12:59:00-05:00,605.719970703125,605.9199829101562,605.719970703125,605.75,45452
2026-02-26 13:00:00-05:00,605.6099243164062,605.7899780273438,605.5999755859375,605.719970703125,58702
